Unnamed: 0,qasrl_id,sentence,tokens,Unnamed: 0.1,len
1119.0,DUC2007~!~D0728-AGHI~!~26,"It is proving effective in the treatment of liver diseases hepatitis C and hepatitis B, multiple sclerosis, and life-threatening tumors.","It is proving effective in the treatment of liver diseases hepatitis C and hepatitis B , multiple sclerosis , and life - threatening tumors .",,
1120.0,DUC2005~!~118.D671.M.250.G.13~!~25,An Army holiday innovation is the Adopt-A-Family project where one family can volunteer to give gifts to a needy family at Christmas time.,An Army holiday innovation is the Adopt - A - Family project where one family can volunteer to give gifts to a needy family at Christmas time .,,
1121.0,TAC2011~!~D1141-A-DFGH~!~24~!~SCU,Desertification causes $7 billion in economic loss annually,Desertification causes $ 7 billion in economic loss annually,,
1122.0,DUC2007~!~D0707-BHIJ~!~49,"In 2000, in a move to ease European concerns about Turkey's human rights record, Turkey postponed the hanging of a Kurdish rebel leader until the European Court of Human Rights could hear his appeal.","In 2000 , in a move to ease European concerns about Turkey 's human rights record , Turkey postponed the hanging of a Kurdish rebel leader until the European Court of Human Rights could hear his appeal .",,
1123.0,DUC2007~!~D0720-ABCE~!~22,Palestine would remove destroying Israel from their Charter.,Palestine would remove destroying Israel from their Charter .,,
1124.0,DUC2005~!~106.D391.M.250.H.12~!~99,"Profitable drugs are sold worldwide so trials must be conducted in the US, Europe, and Japan.","Profitable drugs are sold worldwide so trials must be conducted in the US , Europe , and Japan .",,
1125.0,TAC2008~!~D0842-A-AFGH~!~21,Gazprom and Germany's BASF will build it.,Gazprom and Germany 's BASF will build it .,,
1126.0,DUC2007~!~D0718-ABDF~!~12,"Finally, in 2000 Starbucks provided internet-to-door delivery service by teaming with Kozmo.com.","Finally , in 2000 Starbucks provided internet - to - door delivery service by teaming with Kozmo.com .",,
1127.0,DUC2005~!~106.D391.M.250.H.12~!~79,"Profits are reinvested for R&D, but other sources include license sales, private investors, government subsidies, divestitures, lay-offs and overhead cuts.","Profits are reinvested for R&D , but other sources include license sales , private investors , government subsidies , divestitures , lay - offs and overhead cuts .",,
1128.0,DUC2006~!~D0615f~!~NYT19990508.0165~!~267,"The document includes evolution and ""intelligent design"" - the theory that life happened intentionally, not by chance - under the heading ""historical science.""","The document includes evolution and "" intelligent design "" - the theory that life happened intentionally , not by chance - under the heading "" historical science . """,,
1129.0,DUC2007~!~D0705-AGHJ~!~58,ETA's Chief was arrested in France in August.,ETA 's Chief was arrested in France in August .,,
1130.0,TAC2011~!~D1116-B-CEFG~!~9,"The gunman of the Virginia Tech shooting, who killed 27 students and 5 faculty members, was identified as Cho Seung-Hui, a South Korean native and a senior at the University.  ","The gunman of the Virginia Tech shooting , who killed 27 students and 5 faculty members , was identified as Cho Seung - Hui , a South Korean native and a senior at the University .  ",,
1131.0,TAC2011~!~D1131-A-DEFH~!~14,Scientists in Florida are nursing tiny coral fragments in a lab and transporting them to coral reefs and conservation groups are working on global reef restoration efforts.,Scientists in Florida are nursing tiny coral fragments in a lab and transporting them to coral reefs and conservation groups are working on global reef restoration efforts .,,
1132.0,TAC2008~!~D0822-B~!~APW_ENG_20050613.0664~!~73,U.N. envoy Terje Roed-Larsen met Syrian President Bashar Assad for two hours in Damascus on Sunday amid accusations that Syria has not withdrawn all its intelligence agents from Lebanon and was continuing to meddle in Lebanese affairs.,U.N. envoy Terje Roed - Larsen met Syrian President Bashar Assad for two hours in Damascus on Sunday amid accusations that Syria has not withdrawn all its intelligence agents from Lebanon and was continuing to meddle in Lebanese affairs .,,
1133.0,DUC2007~!~D0743~!~XIE20000817.0177~!~543,"The government has done a lot to handle the post-quake cleanup, and the number of people in tents has fallen from some 120,000 immediately after the quake to 26,000 at present.","The government has done a lot to handle the post - quake cleanup , and the number of people in tents has fallen from some 120,000 immediately after the quake to 26,000 at present .",,
1134.0,TAC2008~!~D0821-B-DFGH~!~28,"An additional suspect was said to have been arrested in Cairo, Egypt, on 15 July.","An additional suspect was said to have been arrested in Cairo , Egypt , on 15 July .",,
1135.0,DUC2006~!~D0627~!~21,"Russia and China, the primary sources for adoption by Americans, have recently passed laws that put tighter restrictions on the procedures for adoption.","Russia and China , the primary sources for adoption by Americans , have recently passed laws that put tighter restrictions on the procedures for adoption .",,
1136.0,DUC2005~!~113.D431.M.250.H.14~!~35,Severely disabled persons eat more comfortably when fed by a robotic spoon.,Severely disabled persons eat more comfortably when fed by a robotic spoon .,,
1137.0,DUC2006~!~D0616~!~14,"The turbulence resulted in thousands of Chechens trying to leave the republic, and many human rights issues came under examination .","The turbulence resulted in thousands of Chechens trying to leave the republic , and many human rights issues came under examination .",,
1138.0,DUC2006~!~D0647b~!~APW20000107.0326~!~7,"Elian's great-uncle, Lazaro Gonzalez of Miami, has temporary custody of the boy and want to keep him permanently in the United States.","Elian 's great - uncle , Lazaro Gonzalez of Miami , has temporary custody of the boy and want to keep him permanently in the United States .",,
1139.0,DUC2007~!~D0724-ABCF~!~37,Over half of Americans are overweight.,Over half of Americans are overweight .,,
1140.0,TAC2011~!~D1104-B-ABDH~!~30,"Officials are unsure of how the poison, aminopterina rodenticide, got into the products, which are sold under 91 separate brand names, and cannot rule out sabotage.","Officials are unsure of how the poison , aminopterina rodenticide , got into the products , which are sold under 91 separate brand names , and can not rule out sabotage .",,
1141.0,DUC2006~!~D0645~!~3,Low-income Americans face problems in finding housing because their numbers have increased over the last two decades while the pool of affordable housing has shrunk.,Low - income Americans face problems in finding housing because their numbers have increased over the last two decades while the pool of affordable housing has shrunk .,,
1142.0,DUC2006~!~D0630~!~41,"The Independents also established its own national online store, Book Sense, to stave off fierce competition from Amazon.com and Barnesandnoble.com.","The Independents also established its own national online store , Book Sense , to stave off fierce competition from Amazon.com and Barnesandnoble.com .",,
1143.0,DUC2007~!~D0729~!~NYT19980714.0307~!~139,"After five and a half months in hiding, the man wanted for the fatal bombing of an Alabama abortion clinic emerged from the woods of western North Carolina last week, took a large amount of food and a pickup truck from a residence, then abandoned the truck and vanished once more, federal authorities said on Tuesday.","After five and a half months in hiding , the man wanted for the fatal bombing of an Alabama abortion clinic emerged from the woods of western North Carolina last week , took a large amount of food and a pickup truck from a residence , then abandoned the truck and vanished once more , federal authorities said on Tuesday .",,
1144.0,DUC2005~!~d633g~!~FT944-171~!~828,"The Labour leader plans to use a long-planned interview on BBC radio to mount a strong defence of his plans to set up a Scottish parliament and a Welsh assembly, reform the House of Lords and trim the monarchy.","The Labour leader plans to use a long - planned interview on BBC radio to mount a strong defence of his plans to set up a Scottish parliament and a Welsh assembly , reform the House of Lords and trim the monarchy .",,
1145.0,DUC2006~!~D0620~!~8,"Schools keep all but main doors locked, require visitor passes, and some have installed panic alarms.","Schools keep all but main doors locked , require visitor passes , and some have installed panic alarms .",,
1146.0,DUC2007-update~!~D0706-B-BDEI~!~30,The US and others banned Burmese trade and investment and boycotted a heroin conference in Myanmar.,The US and others banned Burmese trade and investment and boycotted a heroin conference in Myanmar .,,
1147.0,DUC2005~!~107.D393.M.250.F.3~!~12,"Roswell Gilbert shot his wife Emily, who suffered Alzheimer's and osteoporosis.","Roswell Gilbert shot his wife Emily , who suffered Alzheimer 's and osteoporosis .",,
1148.0,DUC2005~!~d311i~!~FT932-6923~!~175,Mr Piech disclosed yesterday that VW had already successfully fought several legal skirmishes with GM.,Mr Piech disclosed yesterday that VW had already successfully fought several legal skirmishes with GM .,,
1149.0,DUC2005~!~d311i~!~FT942-17475~!~945,Suspicions of perjury against Mr Lopez arose last year in a civil action in which VW failed to win a gagging order intended to prevent Der Spiegel repeating allegations of industrial espionage which lie at the heart of continuing criminal investigations in Germany and the US.,Suspicions of perjury against Mr Lopez arose last year in a civil action in which VW failed to win a gagging order intended to prevent Der Spiegel repeating allegations of industrial espionage which lie at the heart of continuing criminal investigations in Germany and the US .,,
1150.0,DUC2006~!~D0628~!~53,"Also in 2000, a biological test was developed that monitored activity in the front region of the brain, proving 90% effective in diagnosis.","Also in 2000 , a biological test was developed that monitored activity in the front region of the brain , proving 90 % effective in diagnosis .",,
1151.0,DUC2005~!~103.D345.M.250.J.7~!~29,They plan to build a factory in Turkey to produce cigarettes.,They plan to build a factory in Turkey to produce cigarettes .,,
1152.0,TAC2011~!~D1108-A-ABCG~!~6,Officials in both Bangladesh and India have been racing to evacuate hundreds of thousands of  people in the last 48 hours.  ,Officials in both Bangladesh and India have been racing to evacuate hundreds of thousands of   people in the last 48 hours .  ,,
1153.0,DUC2005~!~d324e~!~FT941-13429~!~270,The British government has indicated its readiness to allow Argentine companies to take part in the development of oilfields in the Falkland islands' territorial waters - provided they acknowledge that any oil extracted belongs to Britain.,The British government has indicated its readiness to allow Argentine companies to take part in the development of oilfields in the Falkland islands ' territorial waters - provided they acknowledge that any oil extracted belongs to Britain .,,
1154.0,TAC2011~!~D1119-B-BCDG~!~31,"OTC pediatric medications, of which 800 are sold, have caused convulsions, heart problems, breathing trouble, neurological complications, brain scarring, seizures, and 123 deaths.","OTC pediatric medications , of which 800 are sold , have caused convulsions , heart problems , breathing trouble , neurological complications , brain scarring , seizures , and 123 deaths .",,
1155.0,TAC2011~!~D1116-B-CEFG~!~21,He bought ammunition clips on ebay and chained the doors of Norris Hall before the shooting.,He bought ammunition clips on ebay and chained the doors of Norris Hall before the shooting .,,
1156.0,DUC2005~!~d391h~!~FT923-11712~!~823,"One way to ease the regulatory burden is to harmonise requirements around the world, so that companies do not have to repeat tests unnecessarily to satisfy authorities in different countries.","One way to ease the regulatory burden is to harmonise requirements around the world , so that companies do not have to repeat tests unnecessarily to satisfy authorities in different countries .",,
1157.0,DUC2007~!~D0718~!~NYT19990405.0491~!~220,"Most of it has been joint ventures: the ice cream with Dreyer's Grand Ice Cream; the bottled Frappuccino with Pepsi-Cola; and the supermarket distribution of Starbucks coffee with Kraft Foods Inc. The company has just introduced a line of premium chocolates in its stores, but made no announcement about any other channel of distibution.","Most of it has been joint ventures : the ice cream with Dreyer 's Grand Ice Cream ; the bottled Frappuccino with Pepsi - Cola ; and the supermarket distribution of Starbucks coffee with Kraft Foods Inc. The company has just introduced a line of premium chocolates in its stores , but made no announcement about any other channel of distibution .",,
1158.0,DUC2006~!~D0650~!~17,"In addition, he and his wife, Rosalynn, established the Carter Center in 1982.","In addition , he and his wife , Rosalynn , established the Carter Center in 1982 .",,
1159.0,DUC2007~!~D0729~!~APW19990318.0217~!~38,"About 100 investigative officers from the FBI, the Bureau of Alcohol, Tobacco and Firearms and local sheriffs departments are hunting for fugitive Eric Robert Rudolph in the 530,000-acre Nantahala National Forest, a rugged area at the state's western tip.","About 100 investigative officers from the FBI , the Bureau of Alcohol , Tobacco and Firearms and local sheriffs departments are hunting for fugitive Eric Robert Rudolph in the 530,000-acre Nantahala National Forest , a rugged area at the state 's western tip .",,
1160.0,DUC2005~!~110.D413.M.250.A.1~!~29,"Nucor was able to open another plant in Hickman, Arkansas and has been looking at cooperative ventures in Great Britain and Europe.","Nucor was able to open another plant in Hickman , Arkansas and has been looking at cooperative ventures in Great Britain and Europe .",,
1161.0,DUC2007~!~D0704-AHIJ~!~37,"On a more positive note, three Thai publications and two Thai journalists won the 1998 AI Journalism Award for Human Rights.","On a more positive note , three Thai publications and two Thai journalists won the 1998 AI Journalism Award for Human Rights .",,
1162.0,TAC2011~!~D1139-A-CDFG~!~31,"Tuesday the ship was anchored off the Somali piracy hub port of Eyl, near the coastal town of Haradhere.","Tuesday the ship was anchored off the Somali piracy hub port of Eyl , near the coastal town of Haradhere .",,
1163.0,TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80,"The politicians are among 59 people held hostage by the FARC, including 22 politicians, 34 military personnel and police officers and three US nationals.","The politicians are among 59 people held hostage by the FARC , including 22 politicians , 34 military personnel and police officers and three US nationals .",,
1164.0,TAC2011~!~D1140-B-BDGH~!~17,The military-backed interim government is striving to cope and provided relief.  ,The military - backed interim government is striving to cope and provided relief .  ,,
1165.0,TAC2011~!~D1107-B-BCEF~!~28,Experts say food regulations are not being enforced and that bribery exists.,Experts say food regulations are not being enforced and that bribery exists .,,
1166.0,DUC2007~!~D0734-EFHJ~!~20,"Acupuncture has also been used for cosmetic therapy, addictions, weight problems, bedwetting, and acne.","Acupuncture has also been used for cosmetic therapy , addictions , weight problems , bedwetting , and acne .",,
1167.0,DUC2006~!~D0601~!~12,"Privileges of tribal sovereignty include unique hunting and fishing rights, and the ability to sell gas and cigarettes tax-free, set zooming, and ban or sell alcohol.","Privileges of tribal sovereignty include unique hunting and fishing rights , and the ability to sell gas and cigarettes tax - free , set zooming , and ban or sell alcohol .",,
1168.0,DUC2007~!~D0724-ABCF~!~18,"By 1999 more than half of US ""citizens"" were chronically overweight (body mass index 25) and 22% were obese (BMI 30 or more), up from 12.5% in 1991.","By 1999 more than half of US "" citizens "" were chronically overweight ( body mass index 25 ) and 22 % were obese ( BMI 30 or more ) , up from 12.5 % in 1991 .",,
1169.0,DUC2007~!~D0705-AGHJ~!~26,"In September, 1998, ETA instituted a cease fire which lasted 14 months but violence again erupted after that period.","In September , 1998 , ETA instituted a cease fire which lasted 14 months but violence again erupted after that period .",,
1170.0,DUC2005~!~121.D695.M.250.C.7~!~13,Certain judges have sent similar clear messages at sentencing.,Certain judges have sent similar clear messages at sentencing .,,
1171.0,DUC2005~!~d366i~!~LA041889-0026~!~661,Heap leach mining involves saturating heaps of ore dug from nearby strip mines with a cyanide solution.,Heap leach mining involves saturating heaps of ore dug from nearby strip mines with a cyanide solution .,,
1172.0,DUC2005~!~d633g2~!~FT921-10574~!~0,"MR JOHN MAJOR, the prime minister, yesterday underlined his determination to resist the political pressures for Scotland to leave the UK.","MR JOHN MAJOR , the prime minister , yesterday underlined his determination to resist the political pressures for Scotland to leave the UK .",,
1173.0,TAC2011~!~D1139-A-CDFG~!~10~!~SCU,Tuesday the ship was anchored at a piracy hub near Haradhere,Tuesday the ship was anchored at a piracy hub near Haradhere,,
1174.0,DUC2007~!~D0705~!~APW19980702.0465~!~21,Spain's Socialist party has pulled out of the three-party Basque regional government because of links between the coalition's principal member and an outside group allied to the armed separatist organization ETA.,Spain 's Socialist party has pulled out of the three - party Basque regional government because of links between the coalition 's principal member and an outside group allied to the armed separatist organization ETA .,,
1175.0,DUC2005~!~103.D345.M.250.J.7~!~5,At the same time East European and Asian markets opened up with the fall of the Soviet Union and the lifting of trade restrictions.,At the same time East European and Asian markets opened up with the fall of the Soviet Union and the lifting of trade restrictions .,,
1176.0,DUC2005~!~d324e3~!~FT931-16617~!~128,"Britain is assigning greater importance to its relations with Latin America, and Mr Menem's free market and pro-western policies have made Argentina an increasingly visible reference point in the region.","Britain is assigning greater importance to its relations with Latin America , and Mr Menem 's free market and pro - western policies have made Argentina an increasingly visible reference point in the region .",,
1177.0,TAC2008~!~D0815-A~!~NYT_ENG_20050517.0198~!~205,"---The Senate will begin debate on one of the nominees, most likely Priscilla Owen of Texas or Janice Rogers Brown of California.","---The Senate will begin debate on one of the nominees , most likely Priscilla Owen of Texas or Janice Rogers Brown of California .",,
1178.0,DUC2006~!~D0630~!~4,Big chains are proliferating and squeezing out independent bookstores.,Big chains are proliferating and squeezing out independent bookstores .,,
1179.0,DUC2005~!~d435f~!~FT943-5141~!~310,"Most striking is the coherence of the 'Personal Status Code', promulgated by former president Habib Bourguiba in 1956, the year Tunisia gained independence from France, which abolished polygamy and established all the laws governing family planning, divorce and the education of women which have given Tunisian women rights not enjoyed elsewhere in the Arab world.","Most striking is the coherence of the ' Personal Status Code ' , promulgated by former president Habib Bourguiba in 1956 , the year Tunisia gained independence from France , which abolished polygamy and established all the laws governing family planning , divorce and the education of women which have given Tunisian women rights not enjoyed elsewhere in the Arab world .",,
1180.0,TAC2008~!~D0838-B-AEFG~!~29~!~SCU,Cell phone use while driving is being banned on military bases,Cell phone use while driving is being banned on military bases,,
1181.0,DUC2005~!~119.D683.M.250.J.7~!~18,"The Czechs, representing 2/3s of the country's population, were highly industrialized and Western looking with strong ties to Germany.","The Czechs , representing 2/3s of the country 's population , were highly industrialized and Western looking with strong ties to Germany .",,
1182.0,DUC2007~!~D0721-BCEG~!~10,More than 450 bills were introduced nation-wide on gay and lesbian issues.,More than 450 bills were introduced nation - wide on gay and lesbian issues .,,
1183.0,DUC2007~!~D0704-AHIJ~!~20,"Amnesty International is a human rights watchdog, reporting on countries' human rights situations after fact-finding teams investigate and interview citizens.","Amnesty International is a human rights watchdog , reporting on countries ' human rights situations after fact - finding teams investigate and interview citizens .",,
1184.0,DUC2006~!~D0628~!~38,A clinic associated with the University of Tennessee claims a test involving monitoring the front region of the brain is 90% effective in diagnosis.,A clinic associated with the University of Tennessee claims a test involving monitoring the front region of the brain is 90 % effective in diagnosis .,,
1185.0,DUC2007-update~!~D0727-A-AFGH~!~15,The couple sought to keep their private lives out of the public view.,The couple sought to keep their private lives out of the public view .,,
1186.0,DUC2006~!~D0631~!~12,It crashed into a small hotel.,It crashed into a small hotel .,,
1187.0,DUC2007~!~D0729-AGHJ~!~56,The publicly acknowledged cost of the 31-month search was 24.6 million dollars.,The publicly acknowledged cost of the 31-month search was 24.6 million dollars .,,
1188.0,DUC2005~!~d391h~!~FT923-11707~!~615,"From this fiscal year, the only drugs to be allowed premium prices will be those which represent a new concept, are more effective than existing drugs and which make a noticeable contribution to treatment.","From this fiscal year , the only drugs to be allowed premium prices will be those which represent a new concept , are more effective than existing drugs and which make a noticeable contribution to treatment .",,
1189.0,TAC2011~!~D1107-A-BCEF~!~21,During one week in 2006 China had four mass food poisoning incidents.   ,During one week in 2006 China had four mass food poisoning incidents .   ,,
1190.0,DUC2005~!~d324e2~!~FT941-13429~!~270,The British government has indicated its readiness to allow Argentine companies to take part in the development of oilfields in the Falkland islands' territorial waters - provided they acknowledge that any oil extracted belongs to Britain.,The British government has indicated its readiness to allow Argentine companies to take part in the development of oilfields in the Falkland islands ' territorial waters - provided they acknowledge that any oil extracted belongs to Britain .,,
1191.0,TAC2011~!~D1125-A-BCEG~!~26,Beloved polar bears could disappear.,Beloved polar bears could disappear .,,
1192.0,DUC2005~!~110.D413.M.250.A.1~!~59,"Mini-mills also went up in Spain, South Africa, Italy, Germany and Holland.","Mini - mills also went up in Spain , South Africa , Italy , Germany and Holland .",,
1193.0,DUC2007~!~D0728-AGHI~!~8,It eliminates the disease in only 10-20% of patients and about half of those treated do not respond at all.,It eliminates the disease in only 10 - 20 % of patients and about half of those treated do not respond at all .,,
1194.0,DUC2005~!~d413a~!~FT932-13891~!~444,"Until Crawfordsville began operations, the high-value sheet market had been one of the few sectors of the US steel market in which the country's traditional, integrated manufacturers had been free from competition from low-cost mini-mills.","Until Crawfordsville began operations , the high - value sheet market had been one of the few sectors of the US steel market in which the country 's traditional , integrated manufacturers had been free from competition from low - cost mini - mills .",,
1195.0,TAC2008~!~D0815-A~!~NYT_ENG_20050517.0198~!~178,"If Senate Majority Leader Bill Frist of Tennessee decides to exercise the ""nuclear option"" to end a filibuster of President Bush's judicial nominees, here is how it is likely to unfold, motion by motion:","If Senate Majority Leader Bill Frist of Tennessee decides to exercise the "" nuclear option "" to end a filibuster of President Bush 's judicial nominees , here is how it is likely to unfold , motion by motion :",,
1196.0,DUC2005~!~d324e3~!~FT921-6603~!~30,"BRITAIN and Argentina yesterday began discussions in Buenos Aires on developing oil resources in the South Atlantic, writes John Barham from Buenos Aires.","BRITAIN and Argentina yesterday began discussions in Buenos Aires on developing oil resources in the South Atlantic , writes John Barham from Buenos Aires .",,
1197.0,TAC2008~!~D0817-A-BCDE~!~9,"On May 23, 2005 sports newspaper L'Equip reported Armstrong illegally used erythropoietin for the 1999 Tour de France, based on urine samples examined outside World Anti-Doping Agency protocols, but linked to Armstrong by L'Equip, in violation of WADA anonymity rules.","On May 23 , 2005 sports newspaper L'Equip reported Armstrong illegally used erythropoietin for the 1999 Tour de France , based on urine samples examined outside World Anti - Doping Agency protocols , but linked to Armstrong by L'Equip , in violation of WADA anonymity rules .",,
1198.0,DUC2007-update~!~D0736H-A~!~NYT19981006.0278~!~207,"Oprah Winfrey 's at the top of her form right now: Her movie, ""Beloved,"" is about to open, she's the richest and most influential woman in entertainment, she's celebrated as a proponent of reading and all things bright and beautiful, and she's on the cover of the latest Vogue, looking terrific.","Oprah Winfrey 's at the top of her form right now : Her movie , "" Beloved , "" is about to open , she 's the richest and most influential woman in entertainment , she 's celebrated as a proponent of reading and all things bright and beautiful , and she 's on the cover of the latest Vogue , looking terrific .",,
1199.0,DUC2007~!~D0727-AFGH~!~15,"One aspect of the outcome was announced, however: Newt and Callista Bisek would be married August 18, 2000.","One aspect of the outcome was announced , however : Newt and Callista Bisek would be married August 18 , 2000 .",,
1200.0,DUC2007~!~D0729~!~NYT19980812.0450~!~356,A $1 million dollar reward on his head has made information leading to Rudolph's arrest a hot commodity for bounty hunters.,A $ 1 million dollar reward on his head has made information leading to Rudolph 's arrest a hot commodity for bounty hunters .,,
1201.0,TAC2011~!~D1114-A-CEFG~!~5,A British study found that childhood trauma can lead to heart disease.,A British study found that childhood trauma can lead to heart disease .,,
1202.0,DUC2006~!~D0603~!~18,"Wetlands, called earth's kidney, are important in filtering pollutants, regulating climate, conserving water, preventing erosion, controlling floods, and preserving biodiversity.","Wetlands , called earth 's kidney , are important in filtering pollutants , regulating climate , conserving water , preventing erosion , controlling floods , and preserving biodiversity .",,
1203.0,21_4ecbplus~!~5~!~98,"Raj Chohan , 59 , of Queens , had just parked her car around 7 p . m . Friday at 97th Avenue and 117th Street in Richmond Hill when she was hit by a 2013 Toyota Camry , which then fled , police told 1010 WINS ’ Glenn Schuck .","Raj Chohan , 59 , of Queens , had just parked her car around 7 p . m . Friday at 97th Avenue and 117th Street in Richmond Hill when she was hit by a 2013 Toyota Camry , which then fled , police told 1010 WINS ’ Glenn Schuck .",,
1204.0,12_5ecbplus~!~3~!~49,"Indian Naval Ship Sukanya , deployed on anti - piracy patrols in the Gulf of Aden under the operational control of the Western Naval Command , thwarted a multiple - boat attack by pirates on Thursday and rescued 26 Somali crewmembers .","Indian Naval Ship Sukanya , deployed on anti - piracy patrols in the Gulf of Aden under the operational control of the Western Naval Command , thwarted a multiple - boat attack by pirates on Thursday and rescued 26 Somali crewmembers .",,
1205.0,34_16ecb~!~0~!~332,"President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general , a senior Democrat said on Tuesday .","President-elect Barack Obama has asked neurosurgeon and CNN medical correspondent Dr. Sanjay Gupta to be U.S. surgeon general , a senior Democrat said on Tuesday .",,
1206.0,18_2ecbplus~!~3~!~36,"A man suspected of shooting three people at an accounting firm where he had worked was arrested a few hours later after a high - speed chase , authorities said .","A man suspected of shooting three people at an accounting firm where he had worked was arrested a few hours later after a high - speed chase , authorities said .",,
1207.0,2_7ecbplus~!~4~!~212,"“ We are thrilled to have Ellen DeGeneres host the Oscars , ” said Zadan and Meron .","“ We are thrilled to have Ellen DeGeneres host the Oscars , ” said Zadan and Meron .",,
1208.0,23_2ecbplus~!~4~!~103,"Inspector Dave Gaskin said the man fell around 2000ft ( 609 metres ) near the Mount Sefton Bivvy , above the Mueller Glacier .","Inspector Dave Gaskin said the man fell around 2000ft ( 609 metres ) near the Mount Sefton Bivvy , above the Mueller Glacier .",,
1209.0,23_9ecb~!~0~!~39,An Australian climber who survived two nights stuck on Mount Cook after seeing his brother die also narrowly escaped being buried alive himself .,An Australian climber who survived two nights stuck on Mount Cook after seeing his brother die also narrowly escaped being buried alive himself .,,
1210.0,35_10ecb~!~1~!~274,"But after being arrested for suspicion DUI earlier this week , he has bigger worries than his role in the Chargers ' offense .","But after being arrested for suspicion DUI earlier this week , he has bigger worries than his role in the Chargers ' offense .",,
1211.0,21_7ecbplus~!~1~!~292,"Woman Killed in Queens Hit - Run , Driver Charged","Woman Killed in Queens Hit - Run , Driver Charged",,
1212.0,35_3ecb~!~1~!~140,"San Diego Chargers receiver Vincent Jackson was arrested on suspicion of drunk driving on Tuesday morning , five days before a key NFL playoff game .","San Diego Chargers receiver Vincent Jackson was arrested on suspicion of drunk driving on Tuesday morning , five days before a key NFL playoff game .",,
1213.0,12_19ecb~!~0~!~13,"Taking the lead in the fight against piracy , the Indian Navy on Saturday arrested 23 Somali pirates .","Taking the lead in the fight against piracy , the Indian Navy on Saturday arrested 23 Somali pirates .",,
1214.0,34_9ecbplus~!~3~!~132,President Barack Obama has announced that he is nominating a rural Alabama Catholic doctor to be the U . S . Surgeon General .,President Barack Obama has announced that he is nominating a rural Alabama Catholic doctor to be the U . S . Surgeon General .,,
1215.0,23_11ecbplus~!~1~!~63,Mr Buckley's death came a day after 36 - year - old Duncan Raite died when he slipped and fell around 200ft from a ridge in the same national park .,Mr Buckley's death came a day after 36 - year - old Duncan Raite died when he slipped and fell around 200ft from a ridge in the same national park .,,
1216.0,5_3ecbplus~!~1~!~23,"PHILADELPHIA 76ERS Fired Jim O'Brien , coach . Named Maurice Cheeks coach .","PHILADELPHIA 76ERS Fired Jim O'Brien , coach . Named Maurice Cheeks coach .",,
1217.0,12_4ecbplus~!~3~!~299,New Delhi / Mumbai : An Indian warship foiled a five - boat pirate attack on merchant vessels transiting the Gulf of Aden on Friday capturing 26 Somani brigands on three of the skiffs and confiscating their weapons .,New Delhi / Mumbai : An Indian warship foiled a five - boat pirate attack on merchant vessels transiting the Gulf of Aden on Friday capturing 26 Somani brigands on three of the skiffs and confiscating their weapons .,,
1218.0,18_5ecb~!~0~!~515,"A former employee who opened fire at an office Christmas party killing one man , has been charged with first-degree murder , police said Saturday .","A former employee who opened fire at an office Christmas party killing one man , has been charged with first-degree murder , police said Saturday .",,
1219.0,12_11ecb~!~0~!~177,"The Indian navy said it arrested 23 pirates who threatened a merchant vessel in the Gulf of Aden on Saturday , the latest in a series of recent clashes with Somali pirates .","The Indian navy said it arrested 23 pirates who threatened a merchant vessel in the Gulf of Aden on Saturday , the latest in a series of recent clashes with Somali pirates .",,
1220.0,35_3ecb~!~0~!~139,Chargers receiver arrested for DUI,Chargers receiver arrested for DUI,,
1221.0,35_8ecb~!~1~!~227,San Diego Chargers wide receiver Vincent Jackson was arrested on suspicion of driving under the influence early Tuesday morning .,San Diego Chargers wide receiver Vincent Jackson was arrested on suspicion of driving under the influence early Tuesday morning .,,
1222.0,34_6ecb~!~0~!~249,CNN 's management confirmed yesterday that Dr Gupta had been approached by the Obama team .,CNN 's management confirmed yesterday that Dr Gupta had been approached by the Obama team .,,
1223.0,5_2ecbplus~!~4~!~363,"In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history .","In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history .",,
1224.0,2_11ecb~!~0~!~300,"Even as Oscar organizers on Friday unveiled Hugh Jackman as the host of their gala film awards , the prospect of a U.S. actors strike was casting a long shadow over whether Hollywood 's big show would go on as usual .","Even as Oscar organizers on Friday unveiled Hugh Jackman as the host of their gala film awards , the prospect of a U.S. actors strike was casting a long shadow over whether Hollywood 's big show would go on as usual .",,
1225.0,35_1ecb~!~1~!~96,An arrest for suspicion of driving under the influence will not affect the playing status of San Diego Chargers wide receiver Vincent Jackson for Sunday 's divisional playoff game at Pittsburgh .,An arrest for suspicion of driving under the influence will not affect the playing status of San Diego Chargers wide receiver Vincent Jackson for Sunday 's divisional playoff game at Pittsburgh .,,
1226.0,21_13ecbplus~!~3~!~340,"Raj K . Chohan was walking alongside parked cars on 117th Street and 97th Avenue at about 7 p . m . when she was struck by a gray 2013 Toyota Camry , which then sped off , according to cops .","Raj K . Chohan was walking alongside parked cars on 117th Street and 97th Avenue at about 7 p . m . when she was struck by a gray 2013 Toyota Camry , which then sped off , according to cops .",,
